id,title,genre_ids,overview,release_date,vote_average,vote_count,poster_path,original_language,cast,director
1018,Mulholland Drive,None,"Blonde Betty Elms has only just arrived in Hollywood to become a movie star when she meets an enigmatic brunette with amnesia. Meanwhile, as the two set off to solve the second woman's identity, filmmaker Adam Kesher runs into ominous trouble while casting his latest project.",2001-06-06,7.8,6579,/x7A59t6ySylr1L7aubOQEA480vM.jpg,en,"['Naomi Watts', 'Laura Harring', 'Justin Theroux']",David Lynch
48311,Parasite,None,"Paul Dean has created a deadly parasite that is now attached to his stomach. He and his female companion, Patricia Welles, must find a way to destroy it while also trying to avoid Ricus & his rednecks, and an evil government agent named Merchant.",1982-03-12,4.8,76,/4DGPORlVIDIQvsuSDnM4uXKMjWS.jpg,en,"['Robert Glaudini', 'Demi Moore', 'Luca Bercovici']",Charles Band
7345,There Will Be Blood,None,"Ruthless silver miner, turned oil prospector, Daniel Plainview, moves to oil-rich California. Using his son to project a trustworthy, family-man image, Plainview cons local landowners into selling him their valuable properties for a pittance. However, local preacher Eli Sunday suspects Plainview's motives and intentions, starting a slow-burning feud that threatens both their lives.",2007-12-26,8.072,6889,/nuZDiX8okojcwkStdaMjA9LUQAT.jpg,en,"['Daniel Day-Lewis', 'Paul Dano', ""Kevin J. O'Connor""]",Paul Thomas Anderson
376867,Moonlight,None,"The tender, heartbreaking story of a young man’s struggle to find himself, told across three defining chapters in his life as he experiences the ecstasy, pain, and beauty of falling in love, while grappling with his own sexuality.",2016-10-21,7.37,7223,/rcICfiL9fvwRjoWHxW8QeroLYrJ.jpg,en,"['Trevante Rhodes', 'André Holland', 'Janelle Monáe']",Barry Jenkins
6977,No Country for Old Men,None,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",2007-06-13,7.947,12493,/6d5XOczc226jECq0LIX0siKtgHR.jpg,en,"['Javier Bardem', 'Tommy Lee Jones', 'Josh Brolin']",Joel Coen
843,花樣年華,None,"In 1962 Hong Kong, neighbors Su Li-zhen (Mrs. Chan) and Chow Mo-wan (Mr. Chow) discover their spouses are having an affair. As they spend time together, they develop feelings for each other, but their relationship remains chaste and unspoken, reflecting societal constraints and their own moral compass.",2000-09-29,8.101,2976,/8BgGbbWiLNhPtkMkN0gGTnbtvBv.jpg,cn,"['Maggie Cheung', 'Tony Leung', 'Rebecca Pan']",Wong Kar-wai
419430,Get Out,None,"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.",2017-02-24,7.619,17988,/tFXcEccSQMf3lfhfXKSU9iRBpa3.jpg,en,"['Daniel Kaluuya', 'Allison Williams', 'Catherine Keener']",Jordan Peele
129,千と千尋の神隠し,None,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",2001-07-20,8.537,17297,/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,ja,"['Rumi Hiiragi', 'Miyu Irino', 'Mari Natsuki']",Hayao Miyazaki
9693,Children of Men,None,"In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.",2006-09-22,7.61,7364,/8Xgvmx7WWc7Z9Ws9RAYk7uya2kh.jpg,en,"['Clive Owen', 'Clare-Hope Ashitey', 'Chiwetel Ejiofor']",Alfonso Cuarón
38,Eternal Sunshine of the Spotless Mind,None,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",2004-03-19,8.1,15564,/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg,en,"['Jim Carrey', 'Kate Winslet', 'Kirsten Dunst']",Michel Gondry
37799,The Social Network,None,"In 2003, Harvard undergrad and computer programmer Mark Zuckerberg begins work on a new concept that eventually turns into the global social network known as Facebook. Six years later, Mark is one of the youngest billionaires ever, but his unprecedented success leads to both personal and legal complications when he ends up on the receiving end of two lawsuits, one involving his former friend.",2010-10-01,7.4,12531,/n0ybibhJtQ5icDqTp8eRytcIHJx.jpg,en,"['Jesse Eisenberg', 'Andrew Garfield', 'Armie Hammer']",David Fincher
598,Cidade de Deus,None,"In the poverty-stricken favelas of Rio de Janeiro in the 1970s, two young men choose different paths. Rocket is a budding photographer who documents the increasing drug-related violence of his neighborhood, while José “Zé” Pequeno is an ambitious drug dealer diving into a dangerous life of crime.",2002-08-30,8.43,7723,/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,pt,"['Alexandre Rodrigues', 'Leandro Firmino', 'Phellipe Haagensen']",Fernando Meirelles
467244,The Zone of Interest,None,"The commandant of Auschwitz, Rudolf Höss, and his wife Hedwig, strive to build a dream life for their family in a house and garden next to the camp.",2023-12-15,7.014,2217,/hUu9zyZmDd8VZegKi1iK1Vk0RYS.jpg,en,"['Christian Friedel', 'Sandra Hüller', 'Johann Karthaus']",Jonathan Glazer
153,Lost in Translation,None,"Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America.",2003-09-18,7.4,7611,/wkSzJs7oMf8MIr9CQVICsvRfwA7.jpg,en,"['Bill Murray', 'Scarlett Johansson', 'Akiko Takeshita']",Sofia Coppola
76341,Mad Max: Fury Road,None,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order.",2015-05-13,7.625,23228,/hA2ple9q4qnwxp3hKVNhroipsir.jpg,en,"['Tom Hardy', 'Charlize Theron', 'Nicholas Hoult']",George Miller
142,Brokeback Mountain,None,"In 1960s Wyoming, two men develop a strong emotional and sexual relationship that endures as a lifelong connection complicating their lives as they get married and start families of their own.",2005-10-22,7.786,7218,/aByfQOQBNa4CMFwIgq3QrqY2ZHh.jpg,en,"['Heath Ledger', 'Jake Gyllenhaal', 'Michelle Williams']",Ang Lee
120467,The Grand Budapest Hotel,None,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",2014-02-26,8.037,15302,/eWdyYQreja6JGCzqHWXpWHDrrPo.jpg,en,"['Ralph Fiennes', 'F. Murray Abraham', 'Mathieu Amalric']",Wes Anderson
152601,Her,None,"In the not so distant future, Theodore, a lonely writer, purchases a newly developed operating system designed to meet the user's every need. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",2013-12-18,7.8,14642,/eCOtqtfvn7mxGl6nfmq4b1exJRc.jpg,en,"['Joaquin Phoenix', 'Scarlett Johansson', 'Lynn Adrianna']",Spike Jonze
426426,Roma,None,"In 1970s Mexico City, two domestic workers help a mother of four while her husband is away for an extended period of time.",2018-11-21,7.633,3974,/dtIIyQyALk57ko5bjac7hi01YQ.jpg,es,"['Yalitza Aparicio', 'Marina de Tavira', 'Diego Cortina Autrey']",Alfonso Cuarón
16869,Inglourious Basterds,None,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",2009-08-02,8.213,23028,/7sfbEnaARXDDhKm0CZ7D7uc2sbo.jpg,en,"['Brad Pitt', 'Mélanie Laurent', 'Christoph Waltz']",Quentin Tarantino
146,卧虎藏龍,None,"Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.",2000-07-06,7.434,3330,/iNDVBFNz4XyYzM9Lwip6atSTFqf.jpg,zh,"['Chow Yun-Fat', 'Michelle Yeoh', 'Zhang Ziyi']",Ang Lee
106646,The Wolf of Wall Street,None,"A New York stockbroker refuses to cooperate in a large securities fraud case involving corruption on Wall Street, corporate banking world and mob infiltration. Based on Jordan Belfort's autobiography.",2013-12-25,8.028,24804,/kW9LmvYHAaS9iA0tHmZVq8hQYoq.jpg,en,"['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie']",Martin Scorsese
85350,Boyhood,None,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows.",2014-06-05,7.495,5294,/2BvtvDUyxiMJ4dmKfiQf4qdOHQN.jpg,en,"['Ellar Coltrane', 'Patricia Arquette', 'Ethan Hawke']",Richard Linklater
400617,Phantom Thread,None,"In 1950s London, a renowned dressmaker's meticulous lifestyle begins drastically changing as his relationship with his young muse intensifies.",2017-12-25,7.3,3573,/hgoWjp9Sh0MI97eAMZCnIoVfgvq.jpg,en,"['Daniel Day-Lewis', 'Vicky Krieps', 'Lesley Manville']",Paul Thomas Anderson
155,The Dark Knight,None,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",2008-07-16,8.5,34113,/qJ2tW6WMUDux911r6m7haRef0WH.jpg,en,"['Christian Bale', 'Heath Ledger', 'Aaron Eckhart']",Christopher Nolan
55721,Bridesmaids,None,"Annie's life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian's maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love.",2011-05-13,6.518,4458,/gJtA7hYsBMQ7EM3sPBMUdBfU7a0.jpg,en,"['Kristen Wiig', 'Maya Rudolph', 'Rose Byrne']",Paul Feig
87516,Oldboy,None,A man has only three and a half days and limited resources to discover why he was imprisoned in a nondescript room for 20 years without any explanation.,2013-11-14,5.916,2012,/iX93YdBrZA1EpGbphmjf4ARj1Za.jpg,en,"['Josh Brolin', 'Elizabeth Olsen', 'Sharlto Copley']",Spike Lee
11423,살인의 추억,None,"During the late 1980s, two detectives in a South Korean province attempt to solve the nation's first series of rape-and-murder cases.",2003-04-25,8.1,4119,/jcgUjx1QcupGzjntTVlnQ15lHqy.jpg,ko,"['Song Kang-ho', 'Kim Sang-kyung', 'Kim Roi-ha']",Bong Joon Ho
1949,Zodiac,None,"The Zodiac murders cause the lives of Paul Avery, David Toschi and Robert Graysmith to intersect.",2007-03-02,7.527,10939,/6YmeO4pB7XTh8P8F960O1uA14JO.jpg,en,"['Jake Gyllenhaal', 'Mark Ruffalo', 'Anthony Edwards']",David Fincher
9428,The Royal Tenenbaums,None,"Royal Tenenbaum and his wife Etheline had three children and then they separated. All three children are extraordinary --- all geniuses. Virtually all memory of the brilliance of the young Tenenbaums was subsequently erased by two decades of betrayal, failure, and disaster. Most of this was generally considered to be their father's fault. ""The Royal Tenenbaums"" is the story of the family's sudden, unexpected reunion one recent winter.",2001-10-05,7.465,4711,/nG7hZJn7wQTSDCQT39Gy3s3tbrp.jpg,en,"['Gene Hackman', 'Anjelica Huston', 'Ben Stiller']",Wes Anderson
703731,A Separation,None,"On a warm autumn day in 1990, Huixian, a young Chinese woman, arrives in Florida to reunite with her PhD husband, after a four-year separation. Filled with blossoming hope and desire, she is introduced to another side of American life.",2019-08-03,7.0,1,/fmngHGvRYC9wT3nEFOcVsXGp9pH.jpg,en,"['Michelle Sun', 'Zhen Yao', 'Carlee Soeder']",Yalan Hu
531428,Portrait de la jeune fille en feu,None,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",2019-09-18,8.1,2724,/2LquGwEhbg3soxSCs9VNyh5VJd9.jpg,fr,"['Noémie Merlant', 'Adèle Haenel', 'Luàna Bajrami']",Céline Sciamma
8051,Punch-Drunk Love,None,A socially awkward and volatile small business owner meets the love of his life after being threatened by a gang of scammers.,2002-10-11,7.114,2469,/htYp4yqFu4rzBEIa6j9jP8miDm3.jpg,en,"['Adam Sandler', 'Emily Watson', 'Philip Seymour Hoffman']",Paul Thomas Anderson
13310,Låt den rätte komma in,None,"When Oskar, a sensitive, bullied 12-year-old boy, meets his new neighbor, the mysterious and moody Eli, they strike up a friendship. Initially reserved with each other, Oskar and Eli slowly form a close bond, but it soon becomes apparent that she is no ordinary young girl.",2008-10-24,7.5,3040,/7IG4WjaAOVDlLvLUkh513HSwhW8.jpg,sv,"['Kåre Hedebrant', 'Lina Leandersson', 'Per Ragnar']",Tomas Alfredson
86837,Amour,None,"Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",2012-09-20,7.754,1675,/19hyCudualHxCD0GrEngqsi0wBF.jpg,fr,"['Jean-Louis Trintignant', 'Emmanuelle Riva', 'Isabelle Huppert']",Michael Haneke
1045598,Werner Herzog and Errol Morris on 'The Act of Killing',None,Directors Errol Morris and Werner Herzog describe and discuss the film The Act of Killing (2012).,2013-11-25,0.0,0,/oaWz9zhFCHKnZ5rhWLm2d9bCUuI.jpg,en,"['Werner Herzog', 'Errol Morris']",Thalia Mavros
8363,Superbad,None,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.,2007-08-17,7.256,7593,/ek8e8txUyUwd2BNqj6lFEerJfbq.jpg,en,"['Jonah Hill', 'Michael Cera', 'Christopher Mintz-Plasse']",Greg Mottola
37903,Das weiße Band - Eine deutsche Kindergeschichte,None,An aged tailor recalls his life as the schoolteacher of a small village in Northern Germany that was struck by a series of strange events in the year leading up to WWI.,2009-09-24,7.483,1062,/54dlnGDexrwAFlDb8HWKfmmX4LB.jpg,de,"['Christian Friedel', 'Ernst Jacobi', 'Leonie Benesch']",Michael Haneke
150540,Inside Out,None,"When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home.",2015-06-17,7.912,22634,/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,en,"['Amy Poehler', 'Phyllis Smith', 'Richard Kind']",Pete Docter
21575,Un prophète,None,"Sentenced to six years in prison, Malik El Djebena is alone in the world and can neither read nor write. On his arrival at the prison, he seems younger and more brittle than the others detained there. At once he falls under the sway of a group of Corsicans who enforce their rule in the prison. As the 'missions' go by, he toughens himself and wins the confidence of the Corsican group.",2009-08-26,7.6,1609,/x9Jb8kewBHPzjTtgCQvoQoDsy4d.jpg,fr,"['Tahar Rahim', 'Niels Arestrup', 'Adel Bencherif']",Jacques Audiard
194,Le Fabuleux Destin d'Amélie Poulain,None,"At a tiny Parisian café, the adorable yet painfully shy Amélie accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?",2001-04-25,7.914,11858,/oTKduWL2tpIKEmkAqF4mFEAWAsv.jpg,fr,"['Audrey Tautou', 'Mathieu Kassovitz', 'Rufus']",Jean-Pierre Jeunet
374475,Toni Erdmann,None,Without warning a father comes to visit his daughter abroad. He believes that she lost her humor and therefore surprises her with a rampage of jokes.,2016-07-14,6.97,1017,/v3gf7T8hb8aYv05X2jHmxJQWPZr.jpg,de,"['Sandra Hüller', 'Peter Simonischek', 'Michael Wittenborn']",Maren Ade
965150,Aftersun,None,Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between miniDV footage as she tries to reconcile the father she knew with the man she didn't.,2022-10-21,7.683,1592,/evKz85EKouVbIr51zy5fOtpNRPg.jpg,en,"['Paul Mescal', 'Frankie Corio', 'Brooklyn Toulson']",Charlotte Wells
164020,Force majeure,None,"Philippe and Daniel decide to go on vacation Southeast Asia, where they meet Hans, a European who livesthere and he becomes their guide and host. Once the holidays are over, before leaving to return to Paris, decided to give a small gift to Hans: a small piece of hashish.",1989-04-04,6.288,40,/3ZtWAO07BL1H6AKbWKiiB38dQAx.jpg,fr,"['Patrick Bruel', 'François Cluzet', 'Kristin Scott Thomas']",Pierre Jolivet
915935,Anatomie d'une chute,None,"A woman is suspected of her husband's murder, and their blind son faces a moral dilemma as the sole witness.",2023-08-23,7.537,2862,/kQs6keheMwCxJxrzV83VUwFtHkB.jpg,fr,"['Sandra Hüller', 'Swann Arlaud', 'Milo Machado-Graner']",Justine Triet
1422,The Departed,None,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",2006-10-04,8.159,15418,/nT97ifVT2J1yMQmeq20Qblg61T.jpg,en,"['Leonardo DiCaprio', 'Matt Damon', 'Jack Nicholson']",Martin Scorsese
882825,"Pink Floyd - The Wall, Live At The Earl's Court",None,"Pink Floyd plays a full concert from their 1980 The Wall tour, compiled from shows on Aug. 8, and Aug. 9, 1980, at Earl's Court in London, England.",1980-08-08,9.0,1,/vLDyPpnVLikVdYifnqD6DgTDsbW.jpg,en,"['Roger Waters', 'David Gilmour', 'Nick Mason']",
12573,A Serious Man,None,"It is 1967, and Larry Gopnik, a physics professor at a quiet Midwestern university, has just been informed by his wife Judith that she is leaving him. She has fallen in love with one of his more pompous acquaintances Sy Ableman.",2009-10-02,6.717,2190,/8Zjk3cvjkDa643NHXtdPu30gnyY.jpg,en,"['Michael Stuhlbarg', 'Richard Kind', 'Fred Melamed']",Ethan Coen
56247,황진이,None,"Although born a daughter of an aristocratic family, Jin-yi discovers the secret behind her birth and enters into a life in a brothel as a gisaeng.",2007-06-06,6.6,19,/r2Eoa4OKOvFRQASs53oUeETLX7P.jpg,ko,"['Song Hye-kyo', 'Yoo Ji-tae', 'Kim Eung-soo']",Chang Youn-hyun
466272,Once Upon a Time... in Hollywood,None,"Los Angeles, 1969. TV star Rick Dalton, a struggling actor specializing in westerns, and stuntman Cliff Booth, his best friend, try to survive in a constantly changing movie industry. Dalton is the neighbor of the young and promising actress and model Sharon Tate, who has just married the prestigious Polish director Roman Polanski…",2019-07-24,7.427,14021,/8j58iEBw9pOXFD2L0nt0ZXeHviB.jpg,en,"['Leonardo DiCaprio', 'Brad Pitt', 'Margot Robbie']",Quentin Tarantino
60308,Moneyball,None,"The story of Oakland Athletics general manager Billy Beane's successful attempt to put together a baseball team on a budget, by employing computer-generated analysis to draft his players.",2011-09-23,7.279,5399,/4yIQq1e6iOcaZ5rLDG3lZBP3j7a.jpg,en,"['Brad Pitt', 'Jonah Hill', 'Philip Seymour Hoffman']",Bennett Miller
582,Das Leben der Anderen,None,"In 1984 East Berlin, dedicated Stasi officer Gerd Wiesler begins spying on a famous playwright and his actress-lover Christa-Maria. Wiesler becomes unexpectedly sympathetic to the couple, and faces conflicting loyalties when his superior takes a liking to Christa-Maria.",2006-03-23,8.033,3842,/cVUDMnskSc01rdbyH0tLATTJUdP.jpg,de,"['Martina Gedeck', 'Ulrich Mühe', 'Sebastian Koch']",Florian Henckel von Donnersmarck
872585,Oppenheimer,None,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,2023-07-19,8.055,10476,/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,en,"['Cillian Murphy', 'Emily Blunt', 'Matt Damon']",Christopher Nolan
12162,The Hurt Locker,None,"During the Iraq War, a Sergeant recently assigned to an army bomb squad is put at odds with his squad mates due to his maverick way of handling his work.",2008-10-10,7.256,5801,/m2duGsKjBOl3BB8uFOTnRUzdEhg.jpg,en,"['Jeremy Renner', 'Anthony Mackie', 'Brian Geraghty']",Kathryn Bigelow
97370,Under the Skin,None,A seductive stranger prowls the streets of Glasgow in search of prey: unsuspecting men who fall under her spell.,2014-03-14,6.138,3563,/55wmcXJIDYITr7JDijJTdvwSaAv.jpg,en,"['Scarlett Johansson', 'Jeremy McWilliams', 'Lynsey Taylor Mackay']",Jonathan Glazer
8967,The Tree of Life,None,"The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith.",2011-05-17,6.7,3171,/l8cwuB5WJSoj4uMAsnzuHBOMaSJ.jpg,en,"['Brad Pitt', 'Jessica Chastain', 'Hunter McCracken']",Terrence Malick
24469,Fish Tank,None,"Fifteen-year-old Mia is in a constant state of war with her family and the world around her. When she meets her party-girl mother’s charming new boyfriend Connor, she is amazed to find he returns her attention, and believes he might help her start to make sense of her life.",2009-09-11,6.9,876,/rI3MKBDsWzQHi9PWDAMKkgmYcff.jpg,en,"['Katie Jarvis', 'Michael Fassbender', 'Kierston Wareing']",Andrea Arnold
81401,A torinói ló,None,A monumental windstorm and an abused horse's refusal to work or eat signal the beginning of the end for a poor farmer and his daughter.,2011-03-31,7.6,380,/2kSElneXSKmMsGL55k0CbPGqLbu.jpg,hu,"['János Derzsi', 'Erika Bók', 'Mihály Kormos']",Béla Tarr
3989,Team America: World Police,None,"When North Korean ruler Kim Jong-il orchestrates a global terrorist plot, it's up to the heavily armed, highly specialized Team America unit to stop his dastardly scheme. The group, which has recruited troubled Broadway actor Gary Johnston, not only has to face off against Jong-il, but they must also contend with the Film Actors Guild, a cadre of Hollywood liberals at odds with Team America's 'policing the world' tactics.",2004-10-10,6.7,1920,/hxQ67nOctKpUxKlghbHvZqcDETJ.jpg,en,"['Trey Parker', 'Matt Stone', 'Kristen Miller']",Trey Parker
4960,"Synecdoche, New York",None,"A theater director struggles with his work, and the women in his life, as he attempts to create a life-size replica of New York inside a warehouse as part of his new play.",2008-10-24,7.561,1477,/5UwdhrjXhUgsiDhe1dpS9z4yj7q.jpg,en,"['Philip Seymour Hoffman', 'Samantha Morton', 'Jennifer Jason Leigh']",Charlie Kaufman
194662,Birdman or (The Unexpected Virtue of Ignorance),None,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",2014-10-17,7.453,13086,/rHUg2AuIuLSIYMYFgavVwqt1jtc.jpg,en,"['Michael Keaton', 'Emma Stone', 'Zach Galifianakis']",Alejandro González Iñárritu
1391,Y tu mamá también,None,"In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.",2001-06-08,7.4,1610,/eTAQWIqHyFtnvNyYpFO5IoaVi1L.jpg,es,"['Diego Luna', 'Gael García Bernal', 'Maribel Verdú']",Alfonso Cuarón
357536,The Master,None,"A Thai documentary about 'Van VDO' the VHS shop in 1990s. The shop established the independent cinema scene for Thai audience by selling VHS of American, European, and Asian indie films. However, all of them are pirate and illegal.",2014-11-27,7.2,5,/6JPiYUY8b9wrGoTwQ9tc54TWUFv.jpg,th,"['Pen-Ek Ratanaruang', 'Kongdej Jaturanrasmee', 'Banjong Pisanthanakun']",Nawapol Thamrongrattanarit
818789,"Borat: VHS Cassette of Material Deemed ""Sub-Acceptable"" by Kazakhstan Ministry of Censorship and Circumcision",None,Never before seen footage from the award-winning movie Borat Subsequent Moviefilm.,2021-05-25,6.6,23,/VjewbEjJu0RZ2ENIwxeGKMHhZJ.jpg,en,"['Sacha Baron Cohen', 'Maria Bakalova', 'Jeanise Jones']",Jason Woliner
1417,El laberinto del fauno,None,"In post–civil war Spain, 10-year-old Ofelia moves with her pregnant mother to live under the control of her cruel stepfather. Drawn into a mysterious labyrinth, she meets a faun who reveals that she may be a lost princess from an underground kingdom. To return to her true father, she must complete a series of surreal and perilous tasks that blur the line between reality and fantasy.",2006-10-11,7.754,10888,/s8C4whhKtDaJvMDcyiMvx3BIF5F.jpg,es,"['Ivana Baquero', 'Sergi López', 'Maribel Verdú']",Guillermo del Toro
244786,Whiplash,None,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",2014-10-10,8.377,15779,/7fn624j5lj3xTme2SgiLCeuedmO.jpg,en,"['Miles Teller', 'J.K. Simmons', 'Paul Reiser']",Damien Chazelle
314365,Spotlight,None,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",2015-11-06,7.815,8426,/8DPGG400FgaFWaqcv11n8mRd2NG.jpg,en,"['Mark Ruffalo', 'Michael Keaton', 'Rachel McAdams']",Tom McCarthy
394117,The Florida Project,None,"The story of a precocious six year-old and her ragtag group of friends whose summer break is filled with childhood wonder, possibility and a sense of adventure while the adults around them struggle with hard times.",2017-10-06,7.4,2905,/bnSTP1PY2fDyat0eUa4QouuGV7F.jpg,en,"['Brooklynn Prince', 'Bria Vinaite', 'Willem Dafoe']",Sean Baker
86829,Inside Llewyn Davis,None,"In Greenwich Village in the early 1960s, gifted but volatile folk musician Llewyn Davis struggles with money, relationships, and his uncertain future.",2013-10-18,7.188,2765,/nNxK3pC3DMpPpWKMvo2p3liREVT.jpg,en,"['Oscar Isaac', 'Carey Mulligan', 'Justin Timberlake']",Joel Coen
157336,Interstellar,None,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,2014-11-05,8.5,37504,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,en,"['Matthew McConaughey', 'Anne Hathaway', 'Michael Caine']",Christopher Nolan
284054,Black Panther,None,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",2018-02-13,7.372,22690,/uxzzxijgPIY7slzFvMotPv8wjKA.jpg,en,"['Chadwick Boseman', 'Michael B. Jordan', ""Lupita Nyong'o""]",Ryan Coogler
38368,ลุงบุญมีระลึกชาติ,None,"Suffering from acute kidney failure, Boonmee has chosen to spend his final days surrounded by his loved ones in the countryside. Surprisingly, the ghost of his deceased wife appears to care for him, and his long lost son returns home in a non-human form. Contemplating the reasons for his illness, Boonmee treks through the jungle with his family to a mysterious hilltop cave—the birthplace of his first life.",2010-06-25,6.654,396,/iZinYNVaBLg3pj4e8IXwvfXAtrI.jpg,th,"['Thanapat Saisaymar', 'Jenjira Pongpas', 'Sakda Kaewbuadee']",Apichatpong Weerasethakul
10193,Toy Story 3,None,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",2010-06-16,7.8,15065,/j0iPLV1DZb03SwubhRSI5ztP3lZ.jpg,en,"['Tom Hanks', 'Tim Allen', 'Joan Cusack']",Lee Unkrich
1791,La Pianiste,None,"Erika Kohut, a sexually repressed piano teacher living with her domineering mother, meets a young man who starts romantically pursuing her.",2001-09-05,7.3,1161,/gNHKYQnP1RnqEhkivHJzBPb4MOP.jpg,fr,"['Isabelle Huppert', 'Annie Girardot', 'Benoît Magimel']",Michael Haneke
