id,title,genre_ids,overview,release_date,vote_average,vote_count,poster_path,original_language,cast,director
101,Léon,,"Léon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Léon's footsteps.",1994-09-14,8.301,15313,/bxB2q91nKYp8JNzqE7t7TWBVupB.jpg,fr,"['Jean Reno', 'Natalie Portman', 'Gary Oldman']",Luc Besson
914,The Great Dictator,,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,1940-10-15,8.296,3489,/nhMXB8GTdswYMCL9nepDZymJCOr.jpg,en,"['Charlie Chaplin', 'Paulette Goddard', 'Jack Oakie']",Charlie Chaplin
599,Sunset Boulevard,,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,1950-08-10,8.294,2708,/sC4Dpmn87oz9AuxZ15Lmip0Ftgr.jpg,en,"['William Holden', 'Gloria Swanson', 'Erich von Stroheim']",Billy Wilder
644479,Dedicada A Mi Ex,,"The film tells the story of Ariel, a 21-year-old who decides to form a rock band to compete for a prize of ten thousand dollars in a musical band contest, this as a last option when trying to get money to save their relationship and reunite with his ex-girlfriend, which breaks due to the trip she must make to Finland for an internship. Ariel with her friend Ortega, decides to make a casting to find the other members of the band, although they do not know nothing about music, thus forming a band with members that have diverse and opposite personalities.",2019-11-01,8.291,510,/xc4bTXVwYNXi10jG9dwcaYt5IpU.jpg,es,"['Raúl Santana', 'Nataly Valencia', 'Carlos Alcántara']",Jorge Ulloa
533514,劇場版 ヴァイオレット・エヴァーガーデン,,"As the world moves on from the war and technological advances bring changes to her life, Violet still hopes to see her lost commanding officer again.",2020-09-18,8.3,454,/4b7uAGVtgA85Yd911yOJqIsHigx.jpg,ja,"['Yui Ishikawa', 'Daisuke Namikawa', 'Takehito Koyasu']",Taichi Ishidate
335,C'era una volta il West,,"As the railroad builders advance unstoppably through the Arizona desert on their way to the sea, Jill arrives in the small town of Flagstone with the intention of starting a new life.",1968-12-21,8.3,4576,/qbYgqOczabWNn2XKwgMtVrntD6P.jpg,it,"['Claudia Cardinale', 'Henry Fonda', 'Jason Robards']",Sergio Leone
42269,C'eravamo tanto amati,,"Three partisans bound by a strong friendship return home after the war, but the clash with everyday reality puts a strain on their bond.",1974-12-21,8.283,604,/zGGWYpiKNwjpKxelPxOMqJnUgDs.jpg,it,"['Nino Manfredi', 'Vittorio Gassman', 'Stefania Sandrelli']",Ettore Scola
3082,Modern Times,,"A bumbling tramp desires to build a home with a young woman, yet is thwarted time and time again by his lack of experience and habit of being in the wrong place at the wrong time..",1936-02-05,8.281,3845,/7uoiKOEjxBBW0AgDGQWrlfGQ90w.jpg,en,"['Charlie Chaplin', 'Paulette Goddard', 'Henry Bergman']",Charlie Chaplin
92321,蛍火の杜へ,,"One hot summer day a little girl gets lost in an enchanted forest of the mountain god where spirits reside. A young boy appears before her, but she cannot touch him for fear of making him disappear. And so a wondrous adventure awaits...",2011-09-17,8.28,1152,/mDqzHV8UXWWNpZkoAbKmKX1ZxEE.jpg,ja,"['Izumi Sawada', 'Hayato Taya', 'Ayane Sakura']",Takahiro Omori
1585,It's a Wonderful Life,,"A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.",1946-12-20,8.3,4534,/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg,en,"['James Stewart', 'Donna Reed', 'Lionel Barrymore']",Frank Capra
632632,映画 ギヴン,,"Haruki secretly had feelings for Akihiko for years, but Akihiko was still in a relationship with his roommate, the violinist Ugetsu Murata. Haruki, Akihiko, and Ugetsu's love clashes and starts to move forward.",2020-08-22,8.276,404,/pegCub2zdYD5As43AOmGsIctuKc.jpg,ja,"['Takuya Eguchi', 'Masatomo Nakazawa', 'Shogo Yano']",Hikaru Yamaguchi
18491,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,,"SEELE orders an all-out attack on NERV, aiming to destroy the Evas before Gendo can advance his own plans for the Human Instrumentality Project. Shinji is pushed to the limits of his sanity as he is forced to decide the fate of humanity.",1997-07-19,8.274,1700,/j6G24dqI4WgUtChhWjfnI4lnmiK.jpg,ja,"['Megumi Ogata', 'Megumi Hayashibara', 'Kotono Mitsuishi']",Kazuya Tsurumaki
77338,Intouchables,,A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,2011-11-02,8.272,17715,/1QU7HKgsQbGpzsJbJK4pAVQV9F5.jpg,fr,"['François Cluzet', 'Omar Sy', 'Anne Le Ny']",Éric Toledano
28,Apocalypse Now,,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",1979-05-19,8.272,8554,/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,en,"['Martin Sheen', 'Marlon Brando', 'Frederic Forrest']",Francis Ford Coppola
1139087,Once Upon a Studio,,"Created for Disney's 100th anniversary, the short features Mickey Mouse corralling a gallery of legendary Disney characters for a group photo.",2023-09-24,8.271,399,/aiy3G1cYWV3LgKZHY6a3jL8bjYL.jpg,en,"['Chris Diamantopoulos', 'Kaitlyn Robrock', 'Tony Anselmo']",Trent Correy
901,City Lights,,A tramp falls in love with a beautiful blind flower girl. His on-and-off friendship with a wealthy man allows him to be the girl's benefactor and suitor.,1931-02-06,8.3,2290,/ugmakEL5y294I5bXgiBqApuZpwc.jpg,en,"['Charlie Chaplin', 'Virginia Cherrill', 'Florence Lee']",Charlie Chaplin
29259,Le Trou,,"Four prison inmates have been hatching a plan to literally dig out of jail when another prisoner, Claude Gaspard, is moved into their cell. They take a risk and share their plan with the newcomer. Over the course of three days, the prisoners and friends break through the concrete floor using a bed post and begin to make their way through the sewer system -- yet their escape is anything but assured.",1960-03-18,8.258,512,/xyZhiOz5NHVBUKlpioxjwajy7pm.jpg,fr,"['Michel Constantin', 'Jean Keraudy', 'Philippe Leroy']",Jacques Becker
8587,The Lion King,,"Young lion prince Simba, eager to one day become king of the Pride Lands, grows up under the watchful eye of his father Mufasa; all the while his villainous uncle Scar conspires to take the throne for himself. Amid betrayal and tragedy, Simba must confront his past and find his rightful place in the Circle of Life.",1994-06-15,8.258,18868,/sKCr78MXSLixwmZ8DyJLrpMsd15.jpg,en,"['Matthew Broderick', 'Moira Kelly', 'Nathan Lane']",Roger Allers
975,Paths of Glory,,A commanding officer defends three scapegoats on trial for a failed offensive that occurred within the French Army in 1916.,1957-10-25,8.258,3061,/tJXwtzOSNUC8dxJfrdvkNtGrrgW.jpg,en,"['Kirk Douglas', 'Ralph Meeker', 'Adolphe Menjou']",Stanley Kubrick
637920,7. Koğuştaki Mucize,,"Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.",2019-10-10,8.257,4476,/bOth4QmNyEkalwahfPCfiXjNh1r.jpg,tr,"['Aras Bulut İynemli', 'Nisa Sofiya Aksongur', 'İlker Aksum']",Mehmet Ada Öztekin
10376,La leggenda del pianista sull'oceano,,"The story of a virtuoso piano player who lives his entire life aboard an ocean liner. Born and raised on the ship, 1900 learned about the outside world through interactions with passengers, never setting foot on land, even for the love of his life. Years later, the ship may be destroyed, and a former band member fears that 1900 may still be aboard, willing to go down with the ship.",1998-10-28,8.254,2328,/iOcbJ5pxokOPDRgieVDbsFMrCc6.jpg,it,"['Tim Roth', 'Pruitt Taylor Vince', 'Mélanie Thierry']",Giuseppe Tornatore
670,올드보이,,"With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate man seeks revenge on his captors.",2003-11-21,8.251,9108,/pWDtjs568ZfOTMbURQBYuT4Qxka.jpg,ko,"['Choi Min-sik', 'Yoo Ji-tae', 'Kang Hye-jung']",Park Chan-wook
572154,青春ブタ野郎はゆめみる少女の夢を見ない,,"In Fujisawa, Sakuta Azusagawa is in his second year of high school. Blissful days with his girlfriend and upperclassman, Mai Sakurajima, are interrupted by the appearance of his first crush, Shoko Makinohara.",2019-06-15,8.248,542,/AtFnN4OztDJy8IFwYd5JfU0jlEM.jpg,ja,"['Kaito Ishikawa', 'Asami Seto', 'Inori Minase']",Soichi Masui
630566,Clouds,,"Young musician Zach Sobiech discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.",2020-10-09,8.243,1027,/d0OdD1I8qAfETvE9Rp9Voq7R8LR.jpg,en,"['Fin Argus', 'Sabrina Carpenter', 'Madison Iseman']",Justin Baldoni
568332,Taylor Swift: Reputation Stadium Tour,,"Taylor Swift takes the stage in Dallas for the Reputation Stadium Tour and celebrates a monumental night of music, memories and visual magic.",2018-12-31,8.243,408,/u6oXUTtOuJRPdUgUuPAVVJPSKCo.jpg,en,"['Taylor Swift', 'Charli xcx', 'Camila Cabello']",Paul Dugdale
504253,君の膵臓をたべたい,,"After his classmate and crush is diagnosed with a pancreatic disease, an average high schooler sets out to make the most of her final days.",2018-09-01,8.2,1638,/qDWA7fB4cZ4sBP6YgwlxvraDHi7.jpg,ja,"['Mahiro Takasugi', 'Lynn', 'Yukiyo Fujii']",Shinichiro Ushijima
447362,Life in a Year,,"A 17 year old finds out that his girlfriend is dying, so he sets out to give her an entire life, in the last year she has left.",2020-11-27,8.2,1921,/bP7u19opmHXYeTCUwGjlLldmUMc.jpg,en,"['Jaden Smith', 'Cara Delevingne', 'Cuba Gooding Jr.']",Mitja Okorn
654299,Como caído del cielo,,"Returning to Earth as an imitator, the legendary Mexican artist Pedro Infante must prove that he is no longer a womanizer to enter paradise.",2019-12-24,8.24,359,/xg6QZdlHrq2dtSK8cfnQQMnmpeY.jpg,es,"['Omar Chaparro', 'Ana Claudia Talancón', 'Stephanie Cayo']",Pepe Bojórquez
299534,Avengers: Endgame,,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",2019-04-24,8.24,26516,/ulzhLuWrPK07P1YkdWQLZnQh1JL.jpg,en,"['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo']",Anthony Russo
508965,Klaus,,"When Jesper distinguishes himself as the Postal Academy's worst student, he is sent to Smeerensburg, a small village located on an icy island above the Arctic Circle, where grumpy inhabitants barely exchange words, let alone letters. Jesper is about to give up and abandon his duty as a postman when he meets local teacher Alva and Klaus, a mysterious carpenter who lives alone in a cabin full of handmade toys.",2019-11-08,8.238,4311,/q125RHUDgR4gjwh1QkfYuJLYkL.jpg,en,"['Jason Schwartzman', 'J.K. Simmons', 'Rashida Jones']",Sergio Pablos
299536,Avengers: Infinity War,,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",2018-04-25,8.2,30733,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,en,"['Robert Downey Jr.', 'Chris Evans', 'Chris Hemsworth']",Joe Russo
527641,Five Feet Apart,,"Seventeen-year-old Stella spends most of her time in the hospital as a cystic fibrosis patient. Her life is full of routines, boundaries and self-control — all of which get put to the test when she meets Will, an impossibly charming teen who has the same illness. There's an instant flirtation, though restrictions dictate that they must maintain a safe distance between them. As their connection intensifies, so does the temptation to throw the rules out the window and embrace that attraction.",2019-03-14,8.235,5739,/kreTuJBkUjVWePRfhHZuYfhNE1T.jpg,en,"['Haley Lu Richardson', 'Cole Sprouse', 'Moisés Arias']",Justin Baldoni
25237,Иди и смотри,,"The invasion of a village in Byelorussia by German forces sends young Florya into the forest to join the weary Resistance fighters, against his family's wishes. There he meets a girl, Glasha, who accompanies him back to his village. On returning home, Florya finds his family and fellow peasants massacred. His continued survival amidst the brutal debris of war becomes increasingly nightmarish, a battle between despair and hope.",1985-10-17,8.235,1630,/qNbMsKVzigERgJUbwf8pKyZogpb.jpg,ru,"['Aleksei Kravchenko', 'Olga Mironova', 'Liubomiras Laucevicius']",Elem Klimov
829402,Ultraman: Rising,,"A star athlete reluctantly returns home to take over his father's duties as Ultraman, shielding Tokyo from giant monsters as he becomes a legendary hero.",2024-06-14,8.23,335,/cYaThZqtLuBThBcrV6YRLLwL8F5.jpg,en,"['Christopher Sean', 'Gedde Watanabe', 'Tamlyn Tomita']",Shannon Tindle
24188,Il sorpasso,,"Roberto, a shy law student in Rome, meets Bruno, a forty-year-old exuberant, capricious man, who takes him for a drive through the Roman and Tuscany countries in the summer. When their journey starts to blend into their daily lives though, the pair’s newfound friendship is tested.",1962-12-05,8.23,801,/4h1ckrJQVcQYjeOkqS8i9BqZ9MI.jpg,it,"['Vittorio Gassman', 'Jean-Louis Trintignant', 'Catherine Spaak']",Dino Risi
490132,Green Book,,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.",2018-11-16,8.229,12107,/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,en,"['Viggo Mortensen', 'Mahershala Ali', 'Linda Cardellini']",Peter Farrelly
